State,Year,Quarter,district,registeredUsers
karnataka,2020,4,gadag ,207278
karnataka,2021,1,mysuru ,1094627
karnataka,2021,1,chitradurga ,359774
karnataka,2021,1,kalaburagi ,602937
karnataka,2021,1,ramanagara ,389219
karnataka,2021,1,mandya ,458538
karnataka,2021,1,kodagu ,153053
karnataka,2021,1,chikkamagaluru ,289630
karnataka,2021,1,haveri ,293899
karnataka,2021,1,ballari ,705364
karnataka,2021,1,belagavi ,1132987
karnataka,2021,1,kolar ,534157
karnataka,2021,1,uttara kannada ,343355
karnataka,2021,1,tumakuru ,736609
karnataka,2021,1,yadgir ,189271
karnataka,2021,1,bengaluru urban ,9955387
karnataka,2021,1,chikkaballapura ,372241
karnataka,2021,1,davanagere ,508179
karnataka,2021,1,bagalkote ,447765
karnataka,2021,1,vijayapura ,543181
karnataka,2021,1,koppal ,287597
karnataka,2021,1,bidar ,411728
karnataka,2021,1,bengaluru rural ,639890
karnataka,2021,1,raichur ,424252
karnataka,2021,1,chamarajanagara ,174952
karnataka,2021,1,dakshina kannada ,746964
karnataka,2021,1,hassan ,490609
karnataka,2021,1,dharwad ,714056
karnataka,2021,1,shivamogga ,491220
karnataka,2021,1,udupi ,380553
karnataka,2021,1,gadag ,223838
karnataka,2021,2,mysuru ,1168608
karnataka,2021,2,chitradurga ,386380
karnataka,2021,2,kalaburagi ,645639
karnataka,2021,2,ramanagara ,416739
karnataka,2021,2,mandya ,491102
karnataka,2021,2,kodagu ,163742
karnataka,2021,2,chikkamagaluru ,311052
karnataka,2021,2,haveri ,315491
karnataka,2021,2,ballari ,755860
karnataka,2021,2,belagavi ,1213293
karnataka,2021,2,kolar ,571929
karnataka,2021,2,uttara kannada ,367399
karnataka,2021,2,tumakuru ,790148
karnataka,2021,2,yadgir ,203336
karnataka,2021,2,bengaluru urban ,10604609
karnataka,2021,2,chikkaballapura ,399185
karnataka,2021,2,davanagere ,543821
karnataka,2021,2,bagalkote ,479927
karnataka,2021,2,vijayapura ,582278
karnataka,2021,2,koppal ,308936
karnataka,2021,2,bidar ,441065
karnataka,2021,2,bengaluru rural ,684759
karnataka,2021,2,raichur ,455771
karnataka,2021,2,chamarajanagara ,187469
karnataka,2021,2,dakshina kannada ,798331
karnataka,2021,2,hassan ,526240
karnataka,2021,2,dharwad ,763441
karnataka,2021,2,shivamogga ,526831
karnataka,2021,2,udupi ,407264
karnataka,2021,2,gadag ,240378
karnataka,2021,3,mysuru ,1250860
karnataka,2021,3,chitradurga ,417163
karnataka,2021,3,kalaburagi ,694567
karnataka,2021,3,ramanagara ,448065
karnataka,2021,3,mandya ,528361
karnataka,2021,3,kodagu ,175878
karnataka,2021,3,chikkamagaluru ,335416
karnataka,2021,3,haveri ,340458
karnataka,2021,3,ballari ,814170
karnataka,2021,3,belagavi ,1304051
karnataka,2021,3,kolar ,615004
karnataka,2021,3,uttara kannada ,395160
karnataka,2021,3,tumakuru ,850678
karnataka,2021,3,yadgir ,220170
karnataka,2021,3,bengaluru urban ,11321012
karnataka,2021,3,chikkaballapura ,429845
karnataka,2021,3,davanagere ,584571
karnataka,2021,3,bagalkote ,517079
karnataka,2021,3,vijayapura ,627795
karnataka,2021,3,koppal ,333722
karnataka,2021,3,bidar ,475158
karnataka,2021,3,bengaluru rural ,735551
karnataka,2021,3,raichur ,492375
karnataka,2021,3,chamarajanagara ,202168
karnataka,2021,3,dakshina kannada ,855634
karnataka,2021,3,hassan ,566904
karnataka,2021,3,dharwad ,818797
karnataka,2021,3,shivamogga ,566838
karnataka,2021,3,udupi ,437345
karnataka,2021,3,gadag ,259426
karnataka,2021,4,mysuru ,1332579
karnataka,2021,4,chitradurga ,447221
karnataka,2021,4,kalaburagi ,743146
karnataka,2021,4,ramanagara ,478668
karnataka,2021,4,mandya ,564725
karnataka,2021,4,kodagu ,187714
karnataka,2021,4,chikkamagaluru ,358975
karnataka,2021,4,haveri ,365257
karnataka,2021,4,ballari ,871581
karnataka,2021,4,belagavi ,1393290
karnataka,2021,4,kolar ,657607
karnataka,2021,4,uttara kannada ,422171
karnataka,2021,4,tumakuru ,909976
karnataka,2021,4,yadgir ,236490
karnataka,2021,4,bengaluru urban ,12038775
karnataka,2021,4,chikkaballapura ,459988
karnataka,2021,4,davanagere ,624570
karnataka,2021,4,bagalkote ,554099
karnataka,2021,4,vijayapura ,672340
karnataka,2021,4,koppal ,357841
karnataka,2021,4,bidar ,508686
karnataka,2021,4,bengaluru rural ,785717
karnataka,2021,4,raichur ,528246
karnataka,2021,4,chamarajanagara ,216215
karnataka,2021,4,dakshina kannada ,912133
karnataka,2021,4,hassan ,606707
karnataka,2021,4,dharwad ,873847
karnataka,2021,4,shivamogga ,606024
karnataka,2021,4,udupi ,466878
karnataka,2021,4,gadag ,278180
karnataka,2022,1,mysuru ,1410095
karnataka,2022,1,chitradurga ,476042
karnataka,2022,1,kalaburagi ,788989
karnataka,2022,1,ramanagara ,507965
karnataka,2022,1,mandya ,599734
karnataka,2022,1,kodagu ,198895
karnataka,2022,1,chikkamagaluru ,381212
karnataka,2022,1,haveri ,388930
karnataka,2022,1,ballari ,926458
karnataka,2022,1,belagavi ,1477767
karnataka,2022,1,kolar ,697883
karnataka,2022,1,uttara kannada ,448070
karnataka,2022,1,tumakuru ,966743
karnataka,2022,1,yadgir ,252073
karnataka,2022,1,bengaluru urban ,12707664
karnataka,2022,1,chikkaballapura ,488750
karnataka,2022,1,davanagere ,662751
karnataka,2022,1,bagalkote ,589114
karnataka,2022,1,vijayapura ,714643
karnataka,2022,1,koppal ,381091
karnataka,2022,1,bidar ,540642
karnataka,2022,1,bengaluru rural ,833284
karnataka,2022,1,raichur ,562507
karnataka,2022,1,chamarajanagara ,229823
karnataka,2022,1,dakshina kannada ,965225
karnataka,2022,1,hassan ,644154
karnataka,2022,1,dharwad ,925787
karnataka,2022,1,shivamogga ,643097
karnataka,2022,1,udupi ,494914
karnataka,2022,1,gadag ,296047
karnataka,2022,2,mysuru ,1482427
karnataka,2022,2,chitradurga ,502600
karnataka,2022,2,kalaburagi ,831684
karnataka,2022,2,ramanagara ,535182
karnataka,2022,2,mandya ,632244
karnataka,2022,2,kodagu ,209364
karnataka,2022,2,chikkamagaluru ,401827
karnataka,2022,2,haveri ,410677
karnataka,2022,2,ballari ,977999
karnataka,2022,2,belagavi ,1556041
karnataka,2022,2,kolar ,735683
karnataka,2022,2,uttara kannada ,472053
karnataka,2022,2,tumakuru ,1018947
karnataka,2022,2,yadgir ,266445
karnataka,2022,2,bengaluru urban ,13342916
karnataka,2022,2,chikkaballapura ,515355
karnataka,2022,2,davanagere ,698130
karnataka,2022,2,bagalkote ,621654
karnataka,2022,2,vijayapura ,753598
karnataka,2022,2,koppal ,402659
karnataka,2022,2,bidar ,570697
karnataka,2022,2,bengaluru rural ,877678
karnataka,2022,2,raichur ,594248
karnataka,2022,2,chamarajanagara ,242198
karnataka,2022,2,dakshina kannada ,1014820
karnataka,2022,2,hassan ,678916
karnataka,2022,2,dharwad ,974500
karnataka,2022,2,shivamogga ,677386
karnataka,2022,2,udupi ,521045
karnataka,2022,2,gadag ,312474
karnataka,2022,3,mysuru ,1556384
karnataka,2022,3,chitradurga ,528557
karnataka,2022,3,kalaburagi ,874282
karnataka,2022,3,ramanagara ,563154
karnataka,2022,3,mandya ,665227
karnataka,2022,3,kodagu ,219407
karnataka,2022,3,chikkamagaluru ,421862
karnataka,2022,3,haveri ,432627
karnataka,2022,3,ballari ,1030428
karnataka,2022,3,belagavi ,1635855
karnataka,2022,3,kolar ,774245
karnataka,2022,3,uttara kannada ,496232
karnataka,2022,3,tumakuru ,1070793
karnataka,2022,3,yadgir ,280412
karnataka,2022,3,bengaluru urban ,13997602
karnataka,2022,3,chikkaballapura ,542150
karnataka,2022,3,davanagere ,734360
karnataka,2022,3,bagalkote ,654927
karnataka,2022,3,vijayapura ,792750
karnataka,2022,3,koppal ,424581
karnataka,2022,3,bidar ,600650
karnataka,2022,3,bengaluru rural ,924127
karnataka,2022,3,raichur ,626205
karnataka,2022,3,chamarajanagara ,254664
karnataka,2022,3,dakshina kannada ,1065741
karnataka,2022,3,hassan ,713468
karnataka,2022,3,dharwad ,1024771
karnataka,2022,3,shivamogga ,711717
karnataka,2022,3,udupi ,547661
karnataka,2022,3,gadag ,329155
karnataka,2022,4,mysuru ,1627802
karnataka,2022,4,chitradurga ,552065
karnataka,2022,4,kalaburagi ,913258
karnataka,2022,4,ramanagara ,589205
karnataka,2022,4,mandya ,695736
karnataka,2022,4,kodagu ,227995
karnataka,2022,4,chikkamagaluru ,439498
karnataka,2022,4,haveri ,452477
karnataka,2022,4,ballari ,1079558
karnataka,2022,4,belagavi ,1709145
karnataka,2022,4,kolar ,810354
karnataka,2022,4,uttara kannada ,517643
karnataka,2022,4,tumakuru ,1118547
karnataka,2022,4,yadgir ,292816
karnataka,2022,4,bengaluru urban ,14654455
karnataka,2022,4,chikkaballapura ,567348
karnataka,2022,4,davanagere ,768021
karnataka,2022,4,bagalkote ,685069
karnataka,2022,4,vijayapura ,828346
karnataka,2022,4,koppal ,443983
karnataka,2022,4,bidar ,628455
karnataka,2022,4,bengaluru rural ,968384
karnataka,2022,4,raichur ,655421
karnataka,2022,4,chamarajanagara ,265884
karnataka,2022,4,dakshina kannada ,1112661
karnataka,2022,4,hassan ,744993
karnataka,2022,4,dharwad ,1073312
karnataka,2022,4,shivamogga ,743138
karnataka,2022,4,udupi ,571724
karnataka,2022,4,gadag ,344405
karnataka,2023,1,mysuru ,1698270
karnataka,2023,1,chitradurga ,577276
karnataka,2023,1,kalaburagi ,954489
karnataka,2023,1,ramanagara ,615896
karnataka,2023,1,mandya ,727044
karnataka,2023,1,kodagu ,237585
karnataka,2023,1,chikkamagaluru ,459072
karnataka,2023,1,haveri ,473622
karnataka,2023,1,ballari ,1129725
karnataka,2023,1,belagavi ,1785167
karnataka,2023,1,kolar ,847439
karnataka,2023,1,uttara kannada ,540413
karnataka,2023,1,tumakuru ,1169009
karnataka,2023,1,yadgir ,306691
karnataka,2023,1,bengaluru urban ,15290372
karnataka,2023,1,chikkaballapura ,593235
karnataka,2023,1,davanagere ,802829
karnataka,2023,1,bagalkote ,716409
karnataka,2023,1,vijayapura ,865920
karnataka,2023,1,koppal ,464500
karnataka,2023,1,bidar ,657828
karnataka,2023,1,bengaluru rural ,1012098
karnataka,2023,1,raichur ,686370
karnataka,2023,1,chamarajanagara ,277848
karnataka,2023,1,dakshina kannada ,1159914
karnataka,2023,1,hassan ,778649
karnataka,2023,1,dharwad ,1121054
karnataka,2023,1,shivamogga ,776127
karnataka,2023,1,udupi ,596396
karnataka,2023,1,gadag ,360179
karnataka,2023,2,mysuru ,1762422
karnataka,2023,2,chitradurga ,602604
karnataka,2023,2,kalaburagi ,994209
karnataka,2023,2,ramanagara ,640873
karnataka,2023,2,mandya ,757769
karnataka,2023,2,kodagu ,247271
karnataka,2023,2,chikkamagaluru ,478558
karnataka,2023,2,haveri ,494417
karnataka,2023,2,ballari ,1176489
karnataka,2023,2,belagavi ,1857344
karnataka,2023,2,kolar ,882083
karnataka,2023,2,uttara kannada ,562688
karnataka,2023,2,tumakuru ,1217798
karnataka,2023,2,yadgir ,320726
karnataka,2023,2,bengaluru urban ,15812243
karnataka,2023,2,chikkaballapura ,618312
karnataka,2023,2,davanagere ,835923
karnataka,2023,2,bagalkote ,746402
karnataka,2023,2,vijayapura ,903119
karnataka,2023,2,koppal ,484678
karnataka,2023,2,bidar ,685705
karnataka,2023,2,bengaluru rural ,1051872
karnataka,2023,2,raichur ,716341
karnataka,2023,2,chamarajanagara ,290061
karnataka,2023,2,dakshina kannada ,1203271
karnataka,2023,2,hassan ,811766
karnataka,2023,2,dharwad ,1163908
karnataka,2023,2,shivamogga ,807865
karnataka,2023,2,udupi ,619756
karnataka,2023,2,gadag ,375841
karnataka,2023,3,mysuru ,1828718
karnataka,2023,3,chitradurga ,627912
karnataka,2023,3,kalaburagi ,1035286
karnataka,2023,3,ramanagara ,666449
karnataka,2023,3,mandya ,787757
karnataka,2023,3,kodagu ,256757
karnataka,2023,3,chikkamagaluru ,497918
karnataka,2023,3,haveri ,515508
karnataka,2023,3,ballari ,1225188
karnataka,2023,3,belagavi ,1932291
karnataka,2023,3,kolar ,918103
karnataka,2023,3,uttara kannada ,585835
karnataka,2023,3,tumakuru ,1266959
karnataka,2023,3,yadgir ,334813
karnataka,2023,3,bengaluru urban ,16382332
karnataka,2023,3,chikkaballapura ,643678
karnataka,2023,3,davanagere ,869642
karnataka,2023,3,bagalkote ,777716
karnataka,2023,3,vijayapura ,940972
karnataka,2023,3,koppal ,504941
karnataka,2023,3,bidar ,714233
karnataka,2023,3,bengaluru rural ,1093777
karnataka,2023,3,raichur ,747336
karnataka,2023,3,chamarajanagara ,301691
karnataka,2023,3,dakshina kannada ,1248816
karnataka,2023,3,hassan ,844387
karnataka,2023,3,dharwad ,1209368
karnataka,2023,3,shivamogga ,840215
karnataka,2023,3,udupi ,644187
karnataka,2023,3,gadag ,391605
kerala,2018,1,thiruvananthapuram ,81846
kerala,2018,1,kasaragod ,20008
kerala,2018,1,malappuram ,86063
kerala,2018,1,pathanamthitta ,18890
kerala,2018,1,wayanad ,16239
kerala,2018,1,alappuzha ,39275
kerala,2018,1,kozhikode ,83422
kerala,2018,1,kollam ,41946
kerala,2018,1,thrissur ,67247
kerala,2018,1,palakkad ,51507
kerala,2018,1,kannur ,54093
kerala,2018,1,kottayam ,43142
kerala,2018,1,ernakulam ,159188
kerala,2018,1,idukki ,21318
kerala,2018,2,thiruvananthapuram ,115732
kerala,2018,2,kasaragod ,27937
kerala,2018,2,malappuram ,110526
kerala,2018,2,pathanamthitta ,28129
kerala,2018,2,wayanad ,22817
kerala,2018,2,alappuzha ,54864
kerala,2018,2,kozhikode ,110167
kerala,2018,2,kollam ,59777
kerala,2018,2,thrissur ,91046
kerala,2018,2,palakkad ,71303
kerala,2018,2,kannur ,72388
kerala,2018,2,kottayam ,60088
kerala,2018,2,ernakulam ,211942
kerala,2018,2,idukki ,29871
kerala,2018,3,thiruvananthapuram ,147475
kerala,2018,3,kasaragod ,36621
kerala,2018,3,malappuram ,134338
kerala,2018,3,pathanamthitta ,36828
kerala,2018,3,wayanad ,29824
kerala,2018,3,alappuzha ,71052
kerala,2018,3,kozhikode ,136469
kerala,2018,3,kollam ,77192
kerala,2018,3,thrissur ,115170
kerala,2018,3,palakkad ,91071
kerala,2018,3,kannur ,91537
kerala,2018,3,kottayam ,77331
kerala,2018,3,ernakulam ,263779
kerala,2018,3,idukki ,38911
kerala,2018,4,thiruvananthapuram ,194677
kerala,2018,4,kasaragod ,48097
kerala,2018,4,malappuram ,172300
kerala,2018,4,pathanamthitta ,48717
kerala,2018,4,wayanad ,39952
kerala,2018,4,alappuzha ,93494
kerala,2018,4,kozhikode ,176204
kerala,2018,4,kollam ,102686
kerala,2018,4,thrissur ,151138
kerala,2018,4,palakkad ,118587
kerala,2018,4,kannur ,117999
kerala,2018,4,kottayam ,100756
kerala,2018,4,ernakulam ,341257
kerala,2018,4,idukki ,51462
kerala,2019,1,thiruvananthapuram ,239634
kerala,2019,1,kasaragod ,59697
kerala,2019,1,malappuram ,206857
kerala,2019,1,pathanamthitta ,60107
kerala,2019,1,wayanad ,49356
kerala,2019,1,alappuzha ,114882
kerala,2019,1,kozhikode ,212403
kerala,2019,1,kollam ,125697
kerala,2019,1,thrissur ,184516
kerala,2019,1,palakkad ,145211
kerala,2019,1,kannur ,143289
kerala,2019,1,kottayam ,121975
kerala,2019,1,ernakulam ,409812
kerala,2019,1,idukki ,63188
kerala,2019,2,thiruvananthapuram ,288292
kerala,2019,2,kasaragod ,73129
kerala,2019,2,malappuram ,243384
kerala,2019,2,pathanamthitta ,73032
kerala,2019,2,wayanad ,60200
kerala,2019,2,alappuzha ,139046
kerala,2019,2,kozhikode ,251348
kerala,2019,2,kollam ,152841
kerala,2019,2,thrissur ,220648
kerala,2019,2,palakkad ,174037
kerala,2019,2,kannur ,172894
kerala,2019,2,kottayam ,145387
kerala,2019,2,ernakulam ,479320
kerala,2019,2,idukki ,76609
kerala,2019,3,thiruvananthapuram ,340900
kerala,2019,3,kasaragod ,86660
kerala,2019,3,malappuram ,282514
kerala,2019,3,pathanamthitta ,85982
kerala,2019,3,wayanad ,71761
kerala,2019,3,alappuzha ,166845
kerala,2019,3,kozhikode ,294333
kerala,2019,3,kollam ,183743
kerala,2019,3,thrissur ,259366
kerala,2019,3,palakkad ,202761
kerala,2019,3,kannur ,204129
kerala,2019,3,kottayam ,169581
kerala,2019,3,ernakulam ,553200
kerala,2019,3,idukki ,89188
kerala,2019,4,thiruvananthapuram ,400110
kerala,2019,4,kasaragod ,101775
kerala,2019,4,malappuram ,333816
kerala,2019,4,pathanamthitta ,100709
kerala,2019,4,wayanad ,85420
kerala,2019,4,alappuzha ,198940
kerala,2019,4,kozhikode ,345534
kerala,2019,4,kollam ,221687
kerala,2019,4,thrissur ,302503
kerala,2019,4,palakkad ,237650
kerala,2019,4,kannur ,240296
kerala,2019,4,kottayam ,197540
kerala,2019,4,ernakulam ,633101
kerala,2019,4,idukki ,104857
kerala,2020,1,thiruvananthapuram ,466301
kerala,2020,1,kasaragod ,121264
kerala,2020,1,malappuram ,387405
kerala,2020,1,pathanamthitta ,118197
kerala,2020,1,wayanad ,101733
kerala,2020,1,alappuzha ,235048
kerala,2020,1,kozhikode ,404139
kerala,2020,1,kollam ,265751
kerala,2020,1,thrissur ,349437
kerala,2020,1,palakkad ,277861
kerala,2020,1,kannur ,282719
kerala,2020,1,kottayam ,229263
kerala,2020,1,ernakulam ,716945
kerala,2020,1,idukki ,122253
kerala,2020,2,thiruvananthapuram ,536574
kerala,2020,2,kasaragod ,147502
kerala,2020,2,malappuram ,445757
kerala,2020,2,pathanamthitta ,140329
kerala,2020,2,wayanad ,120305
kerala,2020,2,alappuzha ,274531
kerala,2020,2,kozhikode ,469436
kerala,2020,2,kollam ,318727
kerala,2020,2,thrissur ,403662
kerala,2020,2,palakkad ,324519
kerala,2020,2,kannur ,338685
kerala,2020,2,kottayam ,265591
kerala,2020,2,ernakulam ,798771
kerala,2020,2,idukki ,144455
kerala,2020,3,thiruvananthapuram ,624681
kerala,2020,3,kasaragod ,180232
kerala,2020,3,malappuram ,533108
kerala,2020,3,pathanamthitta ,167320
kerala,2020,3,wayanad ,142714
kerala,2020,3,alappuzha ,330393
kerala,2020,3,kozhikode ,554275
kerala,2020,3,kollam ,385866
kerala,2020,3,thrissur ,479671
kerala,2020,3,palakkad ,384712
kerala,2020,3,kannur ,400107
kerala,2020,3,kottayam ,311954
kerala,2020,3,ernakulam ,917356
kerala,2020,3,idukki ,169911
kerala,2020,4,thiruvananthapuram ,708948
kerala,2020,4,kasaragod ,209440
kerala,2020,4,malappuram ,619218
kerala,2020,4,pathanamthitta ,192013
kerala,2020,4,wayanad ,164709
kerala,2020,4,alappuzha ,377772
kerala,2020,4,kozhikode ,635320
kerala,2020,4,kollam ,442546
kerala,2020,4,thrissur ,548425
kerala,2020,4,palakkad ,439597
kerala,2020,4,kannur ,457911
kerala,2020,4,kottayam ,357079
kerala,2020,4,ernakulam ,1039584
kerala,2020,4,idukki ,194607
kerala,2021,1,thiruvananthapuram ,767813
kerala,2021,1,kasaragod ,228237
kerala,2021,1,malappuram ,676242
kerala,2021,1,pathanamthitta ,208354
kerala,2021,1,wayanad ,179709
kerala,2021,1,alappuzha ,410141
kerala,2021,1,kozhikode ,691148
kerala,2021,1,kollam ,480459
kerala,2021,1,thrissur ,594589
kerala,2021,1,palakkad ,477868
kerala,2021,1,kannur ,496955
kerala,2021,1,kottayam ,387696
kerala,2021,1,ernakulam ,1126122
kerala,2021,1,idukki ,211610
kerala,2021,2,thiruvananthapuram ,820485
kerala,2021,2,kasaragod ,243917
kerala,2021,2,malappuram ,722597
kerala,2021,2,pathanamthitta ,222891
kerala,2021,2,wayanad ,192607
kerala,2021,2,alappuzha ,438924
kerala,2021,2,kozhikode ,737623
kerala,2021,2,kollam ,513820
kerala,2021,2,thrissur ,635598
kerala,2021,2,palakkad ,511298
kerala,2021,2,kannur ,530657
kerala,2021,2,kottayam ,415007
kerala,2021,2,ernakulam ,1203623
kerala,2021,2,idukki ,227036
kerala,2021,3,thiruvananthapuram ,878444
kerala,2021,3,kasaragod ,261347
kerala,2021,3,malappuram ,773963
kerala,2021,3,pathanamthitta ,239479
kerala,2021,3,wayanad ,206950
kerala,2021,3,alappuzha ,471228
kerala,2021,3,kozhikode ,789078
kerala,2021,3,kollam ,551267
kerala,2021,3,thrissur ,681187
kerala,2021,3,palakkad ,548776
kerala,2021,3,kannur ,568613
kerala,2021,3,kottayam ,445540
kerala,2021,3,ernakulam ,1289089
kerala,2021,3,idukki ,244464
kerala,2021,4,thiruvananthapuram ,935705
kerala,2021,4,kasaragod ,278581
kerala,2021,4,malappuram ,824018
kerala,2021,4,pathanamthitta ,255731
kerala,2021,4,wayanad ,220807
kerala,2021,4,alappuzha ,503589
kerala,2021,4,kozhikode ,839678
kerala,2021,4,kollam ,588254
kerala,2021,4,thrissur ,725878
kerala,2021,4,palakkad ,585306
kerala,2021,4,kannur ,605576
kerala,2021,4,kottayam ,475496
kerala,2021,4,ernakulam ,1374081
kerala,2021,4,idukki ,261110
kerala,2022,1,thiruvananthapuram ,989791
kerala,2022,1,kasaragod ,294943
kerala,2022,1,malappuram ,871127
kerala,2022,1,pathanamthitta ,271165
kerala,2022,1,wayanad ,234308
kerala,2022,1,alappuzha ,534116
kerala,2022,1,kozhikode ,887215
kerala,2022,1,kollam ,623472
kerala,2022,1,thrissur ,768604
kerala,2022,1,palakkad ,620428
kerala,2022,1,kannur ,640842
kerala,2022,1,kottayam ,504349
kerala,2022,1,ernakulam ,1454447
kerala,2022,1,idukki ,277492
kerala,2022,2,thiruvananthapuram ,1041643
kerala,2022,2,kasaragod ,309835
kerala,2022,2,malappuram ,915204
kerala,2022,2,pathanamthitta ,285622
kerala,2022,2,wayanad ,246673
kerala,2022,2,alappuzha ,563253
kerala,2022,2,kozhikode ,932060
kerala,2022,2,kollam ,657033
kerala,2022,2,thrissur ,808727
kerala,2022,2,palakkad ,653051
kerala,2022,2,kannur ,673887
kerala,2022,2,kottayam ,531625
kerala,2022,2,ernakulam ,1531113
kerala,2022,2,idukki ,292807
kerala,2022,3,thiruvananthapuram ,1095580
kerala,2022,3,kasaragod ,325218
kerala,2022,3,malappuram ,961854
kerala,2022,3,pathanamthitta ,301025
kerala,2022,3,wayanad ,259233
kerala,2022,3,alappuzha ,593932
kerala,2022,3,kozhikode ,978992
kerala,2022,3,kollam ,692226
kerala,2022,3,thrissur ,851462
kerala,2022,3,palakkad ,687131
kerala,2022,3,kannur ,708205
kerala,2022,3,kottayam ,560099
kerala,2022,3,ernakulam ,1611052
kerala,2022,3,idukki ,307968
kerala,2022,4,thiruvananthapuram ,1146770
kerala,2022,4,kasaragod ,338388
kerala,2022,4,malappuram ,1003617
kerala,2022,4,pathanamthitta ,314210
kerala,2022,4,wayanad ,270179
kerala,2022,4,alappuzha ,622234
kerala,2022,4,kozhikode ,1022289
kerala,2022,4,kollam ,724767
kerala,2022,4,thrissur ,889949
kerala,2022,4,palakkad ,717320
kerala,2022,4,kannur ,738843
kerala,2022,4,kottayam ,585546
kerala,2022,4,ernakulam ,1687311
kerala,2022,4,idukki ,320679
kerala,2023,1,thiruvananthapuram ,1196164
kerala,2023,1,kasaragod ,352199
kerala,2023,1,malappuram ,1043945
kerala,2023,1,pathanamthitta ,327848
kerala,2023,1,wayanad ,281511
kerala,2023,1,alappuzha ,649660
kerala,2023,1,kozhikode ,1063764
kerala,2023,1,kollam ,756282
kerala,2023,1,thrissur ,927648
kerala,2023,1,palakkad ,747944
kerala,2023,1,kannur ,769407
kerala,2023,1,kottayam ,611048
kerala,2023,1,ernakulam ,1760620
kerala,2023,1,idukki ,334683
kerala,2023,2,thiruvananthapuram ,1241042
kerala,2023,2,kasaragod ,365799
kerala,2023,2,malappuram ,1082848
kerala,2023,2,pathanamthitta ,340929
kerala,2023,2,wayanad ,292600
kerala,2023,2,alappuzha ,675625
kerala,2023,2,kozhikode ,1102669
kerala,2023,2,kollam ,786161
kerala,2023,2,thrissur ,963142
kerala,2023,2,palakkad ,777224
kerala,2023,2,kannur ,798378
kerala,2023,2,kottayam ,635322
kerala,2023,2,ernakulam ,1826879
kerala,2023,2,idukki ,348723
kerala,2023,3,thiruvananthapuram ,1288756
kerala,2023,3,kasaragod ,379477
kerala,2023,3,malappuram ,1122286
kerala,2023,3,pathanamthitta ,354481
kerala,2023,3,wayanad ,304106
kerala,2023,3,alappuzha ,702662
kerala,2023,3,kozhikode ,1142968
kerala,2023,3,kollam ,817493
kerala,2023,3,thrissur ,1000321
kerala,2023,3,palakkad ,807530
kerala,2023,3,kannur ,828310
kerala,2023,3,kottayam ,660585
kerala,2023,3,ernakulam ,1897604
kerala,2023,3,idukki ,362564
ladakh,2018,1,kargil ,1529
ladakh,2018,1,leh ladakh ,7255
ladakh,2018,2,kargil ,2185
ladakh,2018,2,leh ladakh ,10733
ladakh,2018,3,kargil ,3132
ladakh,2018,3,leh ladakh ,14617
ladakh,2018,4,kargil ,4436
ladakh,2018,4,leh ladakh ,19447
ladakh,2019,1,kargil ,5758
ladakh,2019,1,leh ladakh ,23891
ladakh,2019,2,kargil ,7126
ladakh,2019,2,leh ladakh ,28390
ladakh,2019,3,kargil ,7718
ladakh,2019,3,leh ladakh ,31455
ladakh,2019,4,kargil ,8338
ladakh,2019,4,leh ladakh ,34770
ladakh,2020,1,kargil ,9711
ladakh,2020,1,leh ladakh ,38079
ladakh,2020,2,kargil ,11252
ladakh,2020,2,leh ladakh ,41782
ladakh,2020,3,kargil ,12814
ladakh,2020,3,leh ladakh ,45587
ladakh,2020,4,kargil ,14601
ladakh,2020,4,leh ladakh ,50252
ladakh,2021,1,kargil ,15824
ladakh,2021,1,leh ladakh ,54095
ladakh,2021,2,kargil ,17077
ladakh,2021,2,leh ladakh ,57971
ladakh,2021,3,kargil ,18577
ladakh,2021,3,leh ladakh ,62633
ladakh,2021,4,kargil ,20008
ladakh,2021,4,leh ladakh ,67049
ladakh,2022,1,kargil ,21319
ladakh,2022,1,leh ladakh ,71173
ladakh,2022,2,kargil ,22475
ladakh,2022,2,leh ladakh ,75042
ladakh,2022,3,kargil ,23530
ladakh,2022,3,leh ladakh ,78769
ladakh,2022,4,kargil ,24326
ladakh,2022,4,leh ladakh ,82011
ladakh,2023,1,kargil ,25409
ladakh,2023,1,leh ladakh ,85582
ladakh,2023,2,kargil ,26588
ladakh,2023,2,leh ladakh ,89148
ladakh,2023,3,kargil ,27747
ladakh,2023,3,leh ladakh ,92688
lakshadweep,2018,1,lakshadweep ,501
lakshadweep,2018,2,lakshadweep ,686
lakshadweep,2018,3,lakshadweep ,918
lakshadweep,2018,4,lakshadweep ,1156
lakshadweep,2019,1,lakshadweep ,1416
lakshadweep,2019,2,lakshadweep ,1747
lakshadweep,2019,3,lakshadweep ,2117
lakshadweep,2019,4,lakshadweep ,2427
lakshadweep,2020,1,lakshadweep ,2772
lakshadweep,2020,2,lakshadweep ,3187
lakshadweep,2020,3,lakshadweep ,3644
lakshadweep,2020,4,lakshadweep ,4179
lakshadweep,2021,1,lakshadweep ,4577
lakshadweep,2021,2,lakshadweep ,4896
lakshadweep,2021,3,lakshadweep ,5287
lakshadweep,2021,4,lakshadweep ,5638
lakshadweep,2022,1,lakshadweep ,5990
lakshadweep,2022,2,lakshadweep ,6327
lakshadweep,2022,3,lakshadweep ,6645
lakshadweep,2022,4,lakshadweep ,6961
lakshadweep,2023,1,lakshadweep ,7267
